virus	strain	age_of_infection
H3	A/VICTORIA/321/2002	10
H3	A/VICTORIA/417/2002	10
H3	A/VICTORIA/511/2003	10
H3	A/VICTORIA/536/2008	10
H3	A/VICTORIA/540/2000	10
H3	A/VICTORIA/841/2007	10
H3	A/BRISBANE/126/2006	11
H3	A/BRISBANE/192/2003	11
H3	A/BRISBANE/235/2005	11
H3	A/BRISBANE/25/2011	11
H3	A/BRISBANE/264/2006	11
H3	A/BRISBANE/274/2003	11
H3	A/BRISBANE/75/2004	11
H3	A/PERTH/1/2011	11
H3	A/PERTH/206/2001	11
H3	A/PERTH/206/2008	11
H3	A/PERTH/251/2003	11
H3	A/PERTH/80/2009	11
H3	A/SOUTHAUSTRALIA/15/2008	11
H3	A/SOUTHAUSTRALIA/20/2007	11
H3	A/SOUTHAUSTRALIA/26/2007	11
H3	A/SOUTHAUSTRALIA/55/2005	11
H3	A/SOUTHAUSTRALIA/7/2004	11
H3	A/SOUTHAUSTRALIA/97/2003	11
H3	A/SYDNEY/15/2003	11
H3	A/SYDNEY/18/2009	11
H3	A/SYDNEY/211/2006	11
H3	A/SYDNEY/234/2002	11
H3	A/SYDNEY/279/2002	11
H3	A/SYDNEY/49/2000	11
H3	A/SYDNEY/52/2003	11
H3	A/SYDNEY/573/2007	11
H3	A/TOWNSVILLE/19/2011	11
H3	A/TOWNSVILLE/62/2011	11
H3	A/TOWNSVILLE/7/2008	11
H3	A/TOWNSVILLE/70/2011	11
H3	A/VICTORIA/126/2003	11
H3	A/VICTORIA/127/2003	11
H3	A/VICTORIA/133/2004	11
H3	A/VICTORIA/140/2003	11
H3	A/VICTORIA/190/2006	11
H3	A/VICTORIA/241/2003	11
H3	A/VICTORIA/252/2005	11
H3	A/VICTORIA/303/2003	11
H3	A/VICTORIA/307/2003	11
H3	A/VICTORIA/313/2002	11
H3	A/VICTORIA/342/2005	11
H3	A/VICTORIA/505/2003	11
H3	A/VICTORIA/535/2006	11
H3	A/VICTORIA/546/2007	11
H3	A/VICTORIA/549/2000	11
H3	A/VICTORIA/845/2007	11
H3	a/Victoria/114/2006	11.4
H3	A/BRISBANE/106/2011	12
H3	A/BRISBANE/136/2007	12
H3	A/BRISBANE/167/2003	12
H3	A/BRISBANE/182/2005	12
H3	A/BRISBANE/184/2002	12
H3	A/BRISBANE/216/2006	12
H3	A/BRISBANE/222/2006	12
H3	A/BRISBANE/255/2010	12
H3	A/BRISBANE/265/2006	12
H3	A/BRISBANE/308/2010	12
H3	A/BRISBANE/39/2005	12
H3	A/BRISBANE/39/2008	12
H3	A/BRISBANE/40/2003	12
H3	A/BRISBANE/53/2005	12
H3	A/BRISBANE/64/2009	12
H3	A/DARWIN/3/2005	12
H3	A/DARWIN/7/2009	12
H3	A/PERTH/176/2009	12
H3	A/PERTH/179/2009	12
H3	A/PERTH/214/2005	12
H3	A/PERTH/252/2002	12
H3	A/PERTH/271/2001	12
H3	A/PERTH/29/2007	12
H3	A/PERTH/324/2009	12
H3	A/SOUTHAUSTRALIA/17/2005	12
H3	A/SOUTHAUSTRALIA/463/2007	12
H3	A/SOUTHAUSTRALIA/78/2005	12
H3	A/SYDNEY/10/2003	12
H3	A/SYDNEY/200/2003	12
H3	A/SYDNEY/211/2003	12
H3	A/SYDNEY/42/2009	12
H3	A/SYDNEY/508/2007	12
H3	A/SYDNEY/8/2004	12
H3	A/VICTORIA/114/2003	12
H3	A/VICTORIA/117/2004	12
H3	A/VICTORIA/117/2006	12
H3	A/VICTORIA/129/2003	12
H3	A/VICTORIA/182/2003	12
H3	A/VICTORIA/195/2003	12
H3	A/VICTORIA/239/2005	12
H3	A/VICTORIA/301/2006	12
H3	A/VICTORIA/325/2006	12
H3	A/VICTORIA/326/2006	12
H3	A/VICTORIA/327/2006	12
H3	A/VICTORIA/420/2002	12
H3	A/VICTORIA/507/2003	12
H3	A/VICTORIA/511/2006	12
H3	A/VICTORIA/519/2003	12
H3	A/BRISBANE/1/2004	13
H3	A/BRISBANE/105/2003	13
H3	A/BRISBANE/117/2006	13
H3	A/BRISBANE/146/2010	13
H3	A/BRISBANE/148/2002	13
H3	A/BRISBANE/182/2006	13
H3	A/BRISBANE/188/2006	13
H3	A/BRISBANE/287/2010	13
H3	A/BRISBANE/303/2010	13
H3	A/BRISBANE/324/2003	13
H3	A/BRISBANE/331/2007	13
H3	A/BRISBANE/89/2009	13
H3	A/DARWIN/57/2011	13
H3	A/PERTH/133/2009	13
H3	A/PERTH/239/2000	13
H3	A/PERTH/281/2003	13
H3	A/PERTH/282/2003	13
H3	A/SOUTHAUSTRALIA/19/2003	13
H3	A/SOUTHAUSTRALIA/219/2007	13
H3	A/SOUTHAUSTRALIA/219/2007	13
H3	A/SOUTHAUSTRALIA/23/2005	13
H3	A/SOUTHAUSTRALIA/30/2004	13
H3	A/SOUTHAUSTRALIA/397/2007	13
H3	A/SOUTHAUSTRALIA/46/2005	13
H3	A/SYDNEY/243/2000	13
H3	A/SYDNEY/243/2000	13
H3	A/SYDNEY/69/2003	13
H3	A/TOWNSVILLE/2/2011	13
H3	A/VICTORIA/100/2006	13
H3	A/VICTORIA/239/2003	13
H3	A/VICTORIA/267/2005	13
H3	A/VICTORIA/308/2003	13
H3	A/VICTORIA/355/2007	13
H3	A/VICTORIA/355/2007	13
H3	A/VICTORIA/538/2003	13
H3	A/VICTORIA/857/2007	13
H3	A/BRISBANE/105/2009	14
H3	A/BRISBANE/120/2002	14
H3	A/BRISBANE/125/2011	14
H3	A/BRISBANE/160/2002	14
H3	A/BRISBANE/160/2003	14
H3	A/BRISBANE/204/2002	14
H3	A/BRISBANE/217/2006	14
H3	A/BRISBANE/242/2006	14
H3	A/BRISBANE/249/2002	14
H3	A/BRISBANE/313/2002	14
H3	A/BRISBANE/45/2008	14
H3	A/BRISBANE/70/2000	14
H3	A/BRISBANE/89/2005	14
H3	A/PERTH/184/2008	14
H3	A/PERTH/20/2009	14
H3	A/PERTH/372/2002	14
H3	A/PERTH/411/2009	14
H3	A/PERTH/52/2008	14
H3	A/SOUTHAUSTRALIA/1/2003	14
H3	A/SOUTHAUSTRALIA/21/2008	14
H3	A/SOUTHAUSTRALIA/228/2007	14
H3	A/SOUTHAUSTRALIA/353/2007	14
H3	A/SYDNEY/10/2000	14
H3	A/SYDNEY/30/2009	14
H3	A/TOWNSVILLE/15/2011	14
H3	A/UD/1170/2004	14
H3	A/VICTORIA/143/2005	14
H3	A/VICTORIA/223/2002	14
H3	A/VICTORIA/314/2006	14
H3	A/VICTORIA/330/2006	14
H3	A/VICTORIA/512/2006	14
H3	A/VICTORIA/550/2005	14
H3	A/VICTORIA/562/2003	14
H3	A/VICTORIA/578/2005	14
H3	a/Victoria/108/2006	14.8
H3	A/BRISBANE/150/2006	15
H3	A/BRISBANE/159/2003	15
H3	A/BRISBANE/182/2002	15
H3	A/BRISBANE/184/2006	15
H3	A/BRISBANE/190/2006	15
H3	A/BRISBANE/201/2002	15
H3	A/BRISBANE/284/2007	15
H3	A/BRISBANE/293/2003	15
H3	A/BRISBANE/310/2003	15
H3	A/BRISBANE/55/2009	15
H3	A/BRISBANE/63/2000	15
H3	A/PERTH/214/2008	15
H3	A/PERTH/264/2008	15
H3	A/PERTH/268/2003	15
H3	A/PERTH/271/2008	15
H3	A/PERTH/303/2003	15
H3	A/SOUTHAUSTRALIA/113/2005	15
H3	A/SOUTHAUSTRALIA/119/2003	15
H3	A/SOUTHAUSTRALIA/128/2003	15
H3	A/SOUTHAUSTRALIA/16/2003	15
H3	A/SOUTHAUSTRALIA/213/2007	15
H3	A/SOUTHAUSTRALIA/220/2007	15
H3	A/SOUTHAUSTRALIA/27/2003	15
H3	A/SOUTHAUSTRALIA/357/2007	15
H3	A/SOUTHAUSTRALIA/453/2007	15
H3	A/SOUTHAUSTRALIA/49/2008	15
H3	A/SOUTHAUSTRALIA/59/2003	15
H3	A/SOUTHAUSTRALIA/6/2004	15
H3	A/SOUTHAUSTRALIA/96/2003	15
H3	A/SYDNEY/246/2002	15
H3	A/SYDNEY/297/2002	15
H3	A/SYDNEY/44/2001	15
H3	A/TOWNSVILLE/121/2010	15
H3	A/VICTORIA/1/2006	15
H3	A/VICTORIA/112/2004	15
H3	A/VICTORIA/117/2004	15
H3	A/VICTORIA/130/2003	15
H3	A/VICTORIA/138/2003	15
H3	A/VICTORIA/142/2002	15
H3	A/VICTORIA/175/2006	15
H3	A/VICTORIA/192/2003	15
H3	A/VICTORIA/212/2003	15
H3	A/VICTORIA/231/2002	15
H3	A/VICTORIA/517/2003	15
H3	A/VICTORIA/528/2005	15
H3	A/VICTORIA/533/2002	15
H3	A/VICTORIA/533/2003	15
H3	A/VICTORIA/872/2007	15
H3	A/BRISBANE/1/2006	16
H3	A/BRISBANE/103/2009	16
H3	A/BRISBANE/19/2006	16
H3	A/BRISBANE/193/2005	16
H3	A/BRISBANE/208/2003	16
H3	A/BRISBANE/228/2006	16
H3	A/BRISBANE/30/2003	16
H3	A/BRISBANE/88/2009	16
H3	A/BRISBANE/93/2003	16
H3	A/DARWIN/47/2011	16
H3	A/DARWIN/5/2008	16
H3	A/PERTH/228/2005	16
H3	A/PERTH/237/2006	16
H3	A/PERTH/283/2003	16
H3	A/PERTH/287/2003	16
H3	A/PERTH/288/2003	16
H3	A/PERTH/42/2009	16
H3	A/PERTH/46/2009	16
H3	A/PERTH/92/2009	16
H3	A/SOUTHAUSTRALIA/211/2007	16
H3	A/SOUTHAUSTRALIA/212/2007	16
H3	A/SOUTHAUSTRALIA/259/2007	16
H3	A/SOUTHAUSTRALIA/281/2007	16
H3	A/SOUTHAUSTRALIA/3/2007	16
H3	A/SOUTHAUSTRALIA/35/2003	16
H3	A/SOUTHAUSTRALIA/62/2005	16
H3	A/TASMANIA/4/2008	16
H3	A/TOWNSVILLE/104/2010	16
H3	A/TOWNSVILLE/120/2010	16
H3	A/TOWNSVILLE/53/2011	16
H3	A/VICTORIA/124/2003	16
H3	A/VICTORIA/150/2002	16
H3	A/VICTORIA/158/2002	16
H3	A/VICTORIA/158/2003	16
H3	A/VICTORIA/162/2003	16
H3	A/VICTORIA/199/2003	16
H3	A/VICTORIA/200/2003	16
H3	A/VICTORIA/232/2002	16
H3	A/VICTORIA/233/2002	16
H3	A/VICTORIA/235/2002	16
H3	A/VICTORIA/243/2003	16
H3	A/VICTORIA/251/2002	16
H3	A/VICTORIA/293/2007	16
H3	A/VICTORIA/303/2006	16
H3	A/VICTORIA/503/2003	16
H3	A/VICTORIA/504/2008	16
H3	A/VICTORIA/518/2008	16
H3	A/VICTORIA/521/2002	16
H3	A/VICTORIA/669/2010	16
H3	A/VICTORIA/864/2007	16
H3	A/VICTORIA/870/2007	16
H3	A/VICTORIA/165/2006	16.2
H3	A/VICTORIA/158/2006	16.6
H3	A/BRISBANE/165/2004	17
H3	A/BRISBANE/17/2007	17
H3	A/BRISBANE/187/2007	17
H3	A/BRISBANE/21/2008	17
H3	A/BRISBANE/210/2007	17
H3	A/BRISBANE/219/2006	17
H3	A/BRISBANE/22/2007	17
H3	A/BRISBANE/305/2010	17
H3	A/BRISBANE/61/2008	17
H3	A/BRISBANE/9/2010	17
H3	A/PERTH/270/2003	17
H3	A/SOUTHAUSTRALIA/293/2007	17
H3	A/SOUTHAUSTRALIA/331/2007	17
H3	A/SOUTHAUSTRALIA/446/2007	17
H3	A/SOUTHAUSTRALIA/53/2002	17
H3	A/SOUTHAUSTRALIA/8/2003	17
H3	A/SYDNEY/13/2008	17
H3	A/SYDNEY/17/2003	17
H3	A/SYDNEY/30/2007	17
H3	A/SYDNEY/300/2002	17
H3	A/TOWNSVILLE/102/2010	17
H3	A/TOWNSVILLE/12/2003	17
H3	A/TOWNSVILLE/39/2003	17
H3	A/VICTORIA/107/2004	17
H3	A/VICTORIA/110/2003	17
H3	A/VICTORIA/118/2004	17
H3	a/victoria/120/2004	17
H3	A/VICTORIA/125/2003	17
H3	A/VICTORIA/132/2003	17
H3	A/VICTORIA/153/2003	17
H3	A/VICTORIA/217/2003	17
H3	A/VICTORIA/246/2003	17
H3	A/VICTORIA/260/2003	17
H3	A/VICTORIA/505/2004	17
H3	A/VICTORIA/547/2000	17
H3	A/VICTORIA/585/2003	17
H3	A/BRISBANE/125/2006	18
H3	A/BRISBANE/163/2003	18
H3	A/BRISBANE/19/2000	18
H3	A/BRISBANE/2/2007	18
H3	A/BRISBANE/20/2000	18
H3	A/BRISBANE/225/2002	18
H3	A/BRISBANE/248/2006	18
H3	A/BRISBANE/3/2007	18
H3	A/DARWIN/11/2000	18
H3	A/DARWIN/95/2011	18
H3	A/PERTH/266/2008	18
H3	A/PERTH/27/2009	18
H3	A/PERTH/273/2008	18
H3	A/PERTH/77/2009	18
H3	A/SOUTHAUSTRALIA/14/2001	18
H3	A/SOUTHAUSTRALIA/24/2003	18
H3	A/SOUTHAUSTRALIA/294/2007	18
H3	A/SOUTHAUSTRALIA/44/2001	18
H3	A/SOUTHAUSTRALIA/48/2002	18
H3	A/SYDNEY/208/2008	18
H3	A/SYDNEY/28/2009	18
H3	A/SYDNEY/5/2000	18
H3	A/SYDNEY/6/2008	18
H3	A/TOWNSVILLE/1/2003	18
H3	A/TOWNSVILLE/26/2011	18
H3	A/TOWNSVILLE/39/2005	18
H3	A/TOWNSVILLE/80/2005	18
H3	A/UBONRATCHATHANI/2878/2004	18
H3	A/VICTORIA/106/2004	18
H3	A/VICTORIA/106/2004	18
H3	A/VICTORIA/119/2004	18
H3	A/VICTORIA/123/2000	18
H3	A/VICTORIA/130/2005	18
H3	A/VICTORIA/146/2004	18
H3	A/VICTORIA/173/2005	18
H3	A/VICTORIA/185/2002	18
H3	A/VICTORIA/185/2003	18
H3	A/VICTORIA/194/2005	18
H3	A/VICTORIA/197/2003	18
H3	A/VICTORIA/247/2002	18
H3	A/VICTORIA/257/2005	18
H3	A/VICTORIA/542/2003	18
H3	A/BRISBANE/111/2002	19
H3	A/BRISBANE/114/2006	19
H3	A/BRISBANE/123/2006	19
H3	A/BRISBANE/132/2006	19
H3	A/BRISBANE/15/2007	19
H3	A/BRISBANE/168/2005	19
H3	A/BRISBANE/17/2005	19
H3	A/BRISBANE/194/2006	19
H3	A/BRISBANE/247/2010	19
H3	A/BRISBANE/315/2003	19
H3	A/BRISBANE/61/2005	19
H3	A/BRISBANE/66/2011	19
H3	A/BRISBANE/7/2007	19
H3	A/BRISBANE/71/2004	19
H3	A/BRISBANE/72/2004	19
H3	A/BRISBANE/88/2004	19
H3	A/BRISBANE/98/2004	19
H3	A/PERTH/304/2010	19
H3	A/SOUTHAUSTRALIA/21/2007	19
H3	A/SOUTHAUSTRALIA/422/2007	19
H3	A/SOUTHAUSTRALIA/57/2002	19
H3	A/SYDNEY/1/2004	19
H3	A/SYDNEY/66/2003	19
H3	A/TOWNSVILLE/10/2005	19
H3	A/TOWNSVILLE/110/2005	19
H3	A/TOWNSVILLE/16/2011	19
H3	A/TOWNSVILLE/19/2003	19
H3	A/TOWNSVILLE/32/2002	19
H3	A/TOWNSVILLE/59/2005	19
H3	A/TOWNSVILLE/71/2005	19
H3	A/TOWNSVILLE/8/2005	19
H3	A/TOWNSVILLE/94/2005	19
H3	A/VICTORIA/101/2006	19
H3	A/VICTORIA/103/2004	19
H3	A/VICTORIA/108/2004	19
H3	A/VICTORIA/110/2004	19
H3	A/VICTORIA/110/2004	19
H3	A/VICTORIA/110/2004	19
H3	A/VICTORIA/113/2003	19
H3	A/VICTORIA/120/2005	19
H3	A/VICTORIA/141/2005	19
H3	A/VICTORIA/183/2003	19
H3	A/VICTORIA/193/2003	19
H3	A/VICTORIA/215/2006	19
H3	A/VICTORIA/231/2008	19
H3	A/VICTORIA/238/2003	19
H3	A/VICTORIA/249/2002	19
H3	A/VICTORIA/275/2007	19
H3	A/VICTORIA/523/2001	19
H3	A/VICTORIA/871/2007	19
H3	A/VICTORIA/202/2006	19.5
H3	A/BRISBANE/167/2004	20
H3	A/BRISBANE/174/2004	20
H3	A/BRISBANE/299/2007	20
H3	A/BRISBANE/300/2010	20
H3	A/BRISBANE/309/2010	20
H3	A/BRISBANE/33/2004	20
H3	A/BRISBANE/34/2004	20
H3	A/BRISBANE/35/2004	20
H3	A/BRISBANE/39/2004	20
H3	A/BRISBANE/39/2006	20
H3	A/BRISBANE/40/2004	20
H3	A/BRISBANE/50/2005	20
H3	A/BRISBANE/6/2008	20
H3	A/BRISBANE/69/2003	20
H3	A/BRISBANE/71/2006	20
H3	A/BRISBANE/79/2004	20
H3	A/BRISBANE/81/2004	20
H3	A/BRISBANE/89/2006	20
H3	A/BRISBANE/93/2004	20
H3	A/DARWIN/11/2009	20
H3	A/DARWIN/14/2002	20
H3	A/DARWIN/2/2003	20
H3	A/DARWIN/4/2003	20
H3	A/PERTH/38/2009	20
H3	A/SOUTHAUSTRALIA/20/2003	20
H3	A/SOUTHAUSTRALIA/382/2007	20
H3	A/SYDNEY/16/2000	20
H3	A/SYDNEY/17/2008	20
H3	A/SYDNEY/21/2008	20
H3	A/SYDNEY/29/2008	20
H3	A/SYDNEY/36/2009	20
H3	A/SYDNEY/71/2003	20
H3	A/TOWNSVILLE/11/2003	20
H3	A/TOWNSVILLE/117/2010	20
H3	A/TOWNSVILLE/2/2003	20
H3	A/TOWNSVILLE/28/2003	20
H3	A/TOWNSVILLE/30/2003	20
H3	A/TOWNSVILLE/32/2003	20
H3	A/TOWNSVILLE/34/2005	20
H3	A/TOWNSVILLE/47/2005	20
H3	A/TOWNSVILLE/5/2005	20
H3	A/TOWNSVILLE/56/2005	20
H3	A/TOWNSVILLE/63/2005	20
H3	A/TOWNSVILLE/67/2011	20
H3	A/TOWNSVILLE/68/2005	20
H3	A/TOWNSVILLE/72/2005	20
H3	A/VICTORIA/131/2004	20
H3	A/VICTORIA/135/2004	20
H3	A/VICTORIA/152/2003	20
H3	A/VICTORIA/159/2002	20
H3	A/VICTORIA/161/2002	20
H3	A/VICTORIA/187/2005	20
H3	A/VICTORIA/209/2003	20
H3	A/VICTORIA/226/2008	20
H3	A/VICTORIA/227/2008	20
H3	A/VICTORIA/245/2003	20
H3	A/VICTORIA/283/2007	20
H3	A/VICTORIA/518/2002	20
H3	A/VICTORIA/518/2002	20
H3	A/VICTORIA/519/2001	20
H3	A/VICTORIA/199/2006	20.2
H3	A/BRISBANE/122/2006	21
H3	A/BRISBANE/124/2004	21
H3	A/BRISBANE/13/2005	21
H3	A/BRISBANE/168/2004	21
H3	A/BRISBANE/2/2009	21
H3	A/BRISBANE/219/2010	21
H3	A/BRISBANE/23/2005	21
H3	A/BRISBANE/32/2005	21
H3	A/BRISBANE/38/2004	21
H3	A/BRISBANE/46/2004	21
H3	A/BRISBANE/48/2007	21
H3	A/BRISBANE/51/2005	21
H3	A/BRISBANE/52/2005	21
H3	A/BRISBANE/73/2002	21
H3	A/BRISBANE/81/2005	21
H3	A/BRISBANE/87/2004	21
H3	A/BRISBANE/87/2004	21
H3	A/DARWIN/12/2002	21
H3	A/PERTH/109/2008	21
H3	A/PERTH/12/2009	21
H3	A/PERTH/250/2008	21
H3	A/SOUTHAUSTRALIA/132/2002	21
H3	A/SOUTHAUSTRALIA/254/2007	21
H3	A/SOUTHAUSTRALIA/29/2001	21
H3	A/SOUTHAUSTRALIA/388/2007	21
H3	A/SYDNEY/2002/2008	21
H3	A/SYDNEY/239/2000	21
H3	A/SYDNEY/265/2007	21
H3	A/SYDNEY/44/2006	21
H3	A/SYDNEY/5/2008	21
H3	A/SYDNEY/79/2003	21
H3	A/TOWNSVILLE/122/2005	21
H3	A/TOWNSVILLE/21/2003	21
H3	A/TOWNSVILLE/23/2003	21
H3	A/TOWNSVILLE/26/2003	21
H3	A/TOWNSVILLE/28/2001	21
H3	A/TOWNSVILLE/3/2005	21
H3	A/TOWNSVILLE/33/2005	21
H3	A/TOWNSVILLE/38/2011	21
H3	A/TOWNSVILLE/4/2005	21
H3	A/TOWNSVILLE/40/2005	21
H3	A/TOWNSVILLE/53/2005	21
H3	A/TOWNSVILLE/66/2011	21
H3	A/TOWNSVILLE/77/2005	21
H3	A/TOWNSVILLE/81/2005	21
H3	A/TOWNSVILLE/89/2005	21
H3	A/TOWNSVILLE/91/2005	21
H3	A/VICTORIA/105/2004	21
H3	A/VICTORIA/162/2005	21
H3	A/VICTORIA/196/2006	21
H3	A/VICTORIA/367/2002	21
H3	A/BRISBANE/104/2009	22
H3	A/BRISBANE/12/2005	22
H3	A/BRISBANE/172/2004	22
H3	A/BRISBANE/28/2007	22
H3	A/BRISBANE/36/2004	22
H3	A/BRISBANE/37/2004	22
H3	A/BRISBANE/44/2008	22
H3	A/BRISBANE/45/2004	22
H3	A/BRISBANE/54/2003	22
H3	A/BRISBANE/58/2008	22
H3	A/BRISBANE/60/2008	22
H3	A/BRISBANE/85/2008	22
H3	A/BRISBANE/86/2007	22
H3	A/BRISBANE/9/2008	22
H3	A/BRISBANE/95/2004	22
H3	A/DARWIN/1/2005	22
H3	A/DARWIN/1/2006	22
H3	A/DARWIN/21/2007	22
H3	A/DARWIN/21/2007	22
H3	A/DARWIN/3/2000	22
H3	A/DARWIN/61/2011	22
H3	A/DARWIN/67/2011	22
H3	A/PERTH/251/2010	22
H3	A/PERTH/7/2009	22
H3	A/SOUTHAUSTRALIA/9/2001	22
H3	A/SYDNEY/209/2008	22
H3	A/SYDNEY/4/2008	22
H3	A/SYDNEY/41/2010	22
H3	A/SYDNEY/45/2009	22
H3	A/SYDNEY/8/2008	22
H3	A/TOWNSVILLE/105/2005	22
H3	A/TOWNSVILLE/111/2005	22
H3	A/TOWNSVILLE/121/2005	22
H3	A/TOWNSVILLE/124/2010	22
H3	A/TOWNSVILLE/17/2003	22
H3	A/TOWNSVILLE/20/2003	22
H3	A/TOWNSVILLE/25/2005	22
H3	A/TOWNSVILLE/28/2005	22
H3	A/TOWNSVILLE/37/2005	22
H3	A/TOWNSVILLE/73/2011	22
H3	A/TOWNSVILLE/78/2005	22
H3	A/TOWNSVILLE/88/2005	22
H3	A/VICTORIA/109/2003	22
H3	A/VICTORIA/135/2003	22
H3	A/VICTORIA/136/2001	22
H3	A/VICTORIA/2/2000	22
H3	A/VICTORIA/200/2002	22
H3	A/VICTORIA/222/2003	22
H3	A/VICTORIA/394/2002	22
H3	A/VICTORIA/502/2007	22
H3	A/VICTORIA/545/2005	22
H3	A/VICTORIA/552/2005	22
H3	A/VICTORIA/554/2003	22
H3	A/VICTORIA/556/2005	22
H3	A/VICTORIA/560/2007	22
H3	A/VICTORIA/560/2007	22
H3	A/VICTORIA/830/2007	22
H3	A/VICTORIA/148/2006	22.8
H3	A/BRISBANE/18/2005	23
H3	A/BRISBANE/198/2010	23
H3	A/BRISBANE/20/2005	23
H3	A/BRISBANE/268/2003	23
H3	A/BRISBANE/4/2007	23
H3	A/BRISBANE/42/2004	23
H3	A/BRISBANE/44/2004	23
H3	A/BRISBANE/47/2004	23
H3	A/BRISBANE/72/2006	23
H3	A/BRISBANE/80/2006	23
H3	A/DARWIN/20/2007	23
H3	A/DARWIN/4/2005	23
H3	A/SOUTHAUSTRALIA/18/2008	23
H3	A/SOUTHAUSTRALIA/421/2007	23
H3	A/SYDNEY/13/2002	23
H3	A/SYDNEY/216/2000	23
H3	A/SYDNEY/217/2000	23
H3	A/SYDNEY/228/2000	23
H3	A/SYDNEY/228/2000	23
H3	A/TASMANIA/201/2008	23
H3	A/TASMANIA/6/2008	23
H3	A/TOWNSVILLE/104/2005	23
H3	A/TOWNSVILLE/106/2005	23
H3	A/TOWNSVILLE/129/2005	23
H3	A/TOWNSVILLE/24/2001	23
H3	A/TOWNSVILLE/24/2005	23
H3	A/TOWNSVILLE/36/2005	23
H3	A/TOWNSVILLE/38/2002	23
H3	A/TOWNSVILLE/46/2005	23
H3	A/TOWNSVILLE/7/2005	23
H3	A/TOWNSVILLE/74/2005	23
H3	A/TOWNSVILLE/85/2005	23
H3	A/VICTORIA/109/2004	23
H3	A/VICTORIA/144/2004	23
H3	A/VICTORIA/147/2003	23
H3	A/VICTORIA/174/2002	23
H3	A/VICTORIA/182/2002	23
H3	A/VICTORIA/208/2005	23
H3	A/VICTORIA/211/2002	23
H3	A/VICTORIA/225/2003	23
H3	A/VICTORIA/225/2008	23
H3	A/VICTORIA/242/2002	23
H3	A/VICTORIA/522/2005	23
H3	A/VICTORIA/526/2005	23
H3	A/VICTORIA/549/2005	23
H3	A/VICTORIA/169/2006	23.1
H3	A/VICTORIA/208/2006	23.1
H3	A/BRISBANE/100/2011	24
H3	A/BRISBANE/12/2008	24
H3	A/BRISBANE/160/2007	24
H3	A/BRISBANE/205/2007	24
H3	A/BRISBANE/278/2007	24
H3	A/BRISBANE/48/2005	24
H3	A/BRISBANE/59/2003	24
H3	A/BRISBANE/85/2004	24
H3	A/BRISBANE/88/2011	24
H3	A/BRISBANE/90/2004	24
H3	A/BRISBANE/91/2004	24
H3	A/DARWIN/11/2007	24
H3	A/DARWIN/12/2007	24
H3	A/DARWIN/13/2000	24
H3	A/DARWIN/9/2005	24
H3	A/PERTH/35/2009	24
H3	A/SOUTHAUSTRALIA/272/2007	24
H3	A/SOUTHAUSTRALIA/462/2007	24
H3	A/SOUTHAUSTRALIA/81/2005	24
H3	A/SYDNEY/227/2000	24
H3	A/SYDNEY/38/2009	24
H3	A/TOWNSVILLE/100/2005	24
H3	A/TOWNSVILLE/113/2005	24
H3	A/TOWNSVILLE/119/2005	24
H3	A/TOWNSVILLE/122/2010	24
H3	A/TOWNSVILLE/17/2005	24
H3	A/TOWNSVILLE/27/2005	24
H3	A/TOWNSVILLE/34/2005	24
H3	A/TOWNSVILLE/35/2005	24
H3	A/TOWNSVILLE/60/2005	24
H3	A/TOWNSVILLE/90/2005	24
H3	A/TOWNSVILLE/90/2005	24
H3	A/TOWNSVILLE/92/2005	24
H3	A/TOWNSVILLE/93/2005	24
H3	A/TOWNSVILLE/99/2005	24
H3	A/VICTORIA/106/2003	24
H3	A/VICTORIA/120/2003	24
H3	a/victoria/124/2004	24
H3	A/VICTORIA/133/2003	24
H3	A/VICTORIA/202/2003	24
H3	A/VICTORIA/221/2005	24
H3	A/VICTORIA/373/2007	24
H3	A/VICTORIA/505/2002	24
H3	A/VICTORIA/518/2007	24
H3	A/VICTORIA/546/2000	24
H3	A/BRISBANE/116/2006	25
H3	A/BRISBANE/131/2006	25
H3	A/BRISBANE/18/2002	25
H3	A/BRISBANE/300/2003	25
H3	A/BRISBANE/39/2007	25
H3	A/BRISBANE/48/2004	25
H3	A/BRISBANE/63/2005	25
H3	A/BRISBANE/83/2008	25
H3	A/DARWIN/1/2004	25
H3	A/PERTH/182/2008	25
H3	A/PERTH/673/2009	25
H3	A/SOUTHAUSTRALIA/12/2001	25
H3	A/SOUTHAUSTRALIA/202/2007	25
H3	A/SOUTHAUSTRALIA/319/2007	25
H3	A/SOUTHAUSTRALIA/37/2007	25
H3	A/SOUTHAUSTRALIA/379/2007	25
H3	A/SYDNEY/204/2004	25
H3	A/SYDNEY/249/2000	25
H3	A/SYDNEY/250/2000	25
H3	A/TOWNSVILLE/10/2002	25
H3	A/TOWNSVILLE/14/2005	25
H3	A/TOWNSVILLE/26/2001	25
H3	A/TOWNSVILLE/3/2008	25
H3	A/TOWNSVILLE/62/2005	25
H3	A/TOWNSVILLE/84/2005	25
H3	A/TOWNSVILLE/87/2005	25
H3	A/VICTORIA/107/2003	25
H3	A/VICTORIA/113/2005	25
H3	A/VICTORIA/127/2004	25
H3	A/VICTORIA/148/2003	25
H3	A/VICTORIA/226/2002	25
H3	A/VICTORIA/253/2007	25
H3	A/VICTORIA/270/2005	25
H3	A/VICTORIA/344/2000	25
H3	A/VICTORIA/382/2002	25
H3	A/VICTORIA/516/2003	25
